frame,time_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y
2,0.16666666666666666,7,13,rickshaw,0.8002020716667175,999.9385986328125,299.2333068847656,1079.7994384765625,374.9246520996094,1039.8690185546875,337.0789794921875
2,0.16666666666666666,8,5,car,0.8070597648620605,446.9685363769531,146.06488037109375,526.0153198242188,177.92059326171875,486.491943359375,161.99273681640625
2,0.16666666666666666,9,11,pickup,0.7412163615226746,574.6867065429688,275.5785217285156,684.9761962890625,406.10870361328125,629.8314208984375,340.8436279296875
2,0.16666666666666666,10,15,suv,0.7765641808509827,246.9896697998047,349.9006652832031,372.1683349609375,455.87139892578125,309.5790100097656,402.88604736328125
2,0.16666666666666666,11,11,pickup,0.7553576231002808,98.70284271240234,200.9772491455078,251.5330810546875,288.0625305175781,175.1179656982422,244.5198974609375
2,0.16666666666666666,12,5,car,0.4886036813259125,159.55471801757812,137.61630249023438,201.0575408935547,161.71067810058594,180.30612182617188,149.66348266601562
2,0.16666666666666666,14,4,bus,0.46013161540031433,177.531982421875,100.99848937988281,236.8165283203125,142.1894989013672,207.17425537109375,121.593994140625
2,0.16666666666666666,15,5,car,0.31043606996536255,368.87237548828125,645.5133056640625,546.4922485351562,673.9920654296875,457.68231201171875,659.752685546875
2,0.16666666666666666,17,10,motorbike,0.34599965810775757,1096.7305908203125,305.7122802734375,1138.8355712890625,372.6189880371094,1117.7830810546875,339.1656494140625
2,0.16666666666666666,18,4,bus,0.5760741233825684,422.5316467285156,329.15460205078125,528.5350952148438,439.3287048339844,475.53338623046875,384.24163818359375
2,0.16666666666666666,20,15,suv,0.28422781825065613,208.1134033203125,129.4539337158203,260.21282958984375,159.53167724609375,234.16311645507812,144.4927978515625
3,0.25,1,5,car,0.9201342463493347,133.57720947265625,493.6448974609375,330.3793640136719,656.0737915039062,231.97828674316406,574.859375
3,0.25,2,5,car,0.8880497217178345,400.2505798339844,457.6807861328125,538.4822998046875,590.017822265625,469.366455078125,523.8493041992188
3,0.25,3,15,suv,0.8905732035636902,119.5558853149414,316.3709716796875,250.04196166992188,418.82537841796875,184.79891967773438,367.5981750488281
3,0.25,4,10,motorbike,0.793675422668457,47.28269577026367,400.5511169433594,110.8851089477539,508.338134765625,79.08390045166016,454.44464111328125
3,0.25,5,5,car,0.8242509365081787,604.2454223632812,400.8105773925781,745.1480102539062,534.3361206054688,674.6967163085938,467.5733642578125
3,0.25,6,10,motorbike,0.769010066986084,290.94403076171875,303.30804443359375,336.4088439941406,354.137939453125,313.67645263671875,328.7229919433594
3,0.25,7,13,rickshaw,0.7986744046211243,999.8850708007812,299.1538391113281,1079.8309326171875,374.82684326171875,1039.8580322265625,336.9903564453125
3,0.25,8,5,car,0.7189783453941345,456.3275451660156,144.65074157714844,535.0366821289062,176.53199768066406,495.68212890625,160.59136962890625
3,0.25,9,11,pickup,0.7700647115707397,574.8832397460938,275.60772705078125,685.4653930664062,406.5609436035156,630.17431640625,341.0843505859375
3,0.25,10,15,suv,0.812656819820404,247.31649780273438,349.7736511230469,371.95587158203125,455.2801513671875,309.63616943359375,402.52691650390625
3,0.25,11,11,pickup,0.7703084349632263,62.89498519897461,202.4369659423828,223.71519470214844,294.14874267578125,143.30508422851562,248.2928466796875
3,0.25,12,5,car,0.49187254905700684,159.28575134277344,137.4615478515625,201.14749145507812,161.7662353515625,180.21661376953125,149.6138916015625
3,0.25,14,4,bus,0.4178905487060547,178.18035888671875,100.9950942993164,236.1005096435547,141.1746826171875,207.14044189453125,121.08488464355469
3,0.25,15,5,car,0.29111939668655396,368.8638916015625,645.5020141601562,546.40283203125,673.966064453125,457.63336181640625,659.7340087890625
3,0.25,17,10,motorbike,0.3737289309501648,1096.6260986328125,305.4388732910156,1138.9617919921875,372.68646240234375,1117.7939453125,339.06268310546875
3,0.25,18,4,bus,0.625802218914032,422.5042419433594,329.0882263183594,528.5917358398438,439.3707275390625,475.5479736328125,384.2294921875
3,0.25,20,15,suv,0.3364332616329193,208.1088104248047,129.2847442626953,260.09783935546875,159.31309509277344,234.10333251953125,144.29891967773438
4,0.3333333333333333,1,5,car,0.9187309741973877,133.64366149902344,493.7382507324219,330.32928466796875,656.0913696289062,231.98648071289062,574.914794921875
4,0.3333333333333333,2,5,car,0.88872891664505,400.34991455078125,457.7602233886719,538.5274658203125,589.9718627929688,469.4386901855469,523.8660278320312
4,0.3333333333333333,3,15,suv,0.8916382789611816,121.47203826904297,318.92864990234375,248.30291748046875,418.4524841308594,184.88748168945312,368.6905517578125
4,0.3333333333333333,4,10,motorbike,0.7870966196060181,47.41706466674805,400.6113586425781,110.82894897460938,508.0923767089844,79.12300872802734,454.35186767578125
4,0.3333333333333333,5,5,car,0.8192002177238464,604.1961059570312,400.7953186035156,745.0789794921875,534.2803955078125,674.6375732421875,467.537841796875
4,0.3333333333333333,6,10,motorbike,0.754647433757782,290.9685363769531,303.37933349609375,336.3832702636719,353.98114013671875,313.6759033203125,328.68023681640625
4,0.3333333333333333,7,13,rickshaw,0.7843114733695984,999.95751953125,299.2725524902344,1079.6971435546875,374.60955810546875,1039.827392578125,336.9410400390625
4,0.3333333333333333,8,5,car,0.7299178242683411,463.44415283203125,144.2322998046875,539.2118530273438,175.07257080078125,501.3280029296875,159.65243530273438
4,0.3333333333333333,9,11,pickup,0.7423653602600098,575.3129272460938,275.7730712890625,685.6888427734375,406.6214599609375,630.5008544921875,341.197265625
4,0.3333333333333333,10,15,suv,0.8069035410881042,247.65451049804688,349.8973693847656,371.57568359375,454.7734069824219,309.6151123046875,402.33538818359375
4,0.3333333333333333,11,11,pickup,0.27929750084877014,37.7925910949707,204.67726135253906,204.1820526123047,299.7298889160156,120.98731994628906,252.20358276367188
4,0.3333333333333333,12,5,car,0.4551813304424286,159.05812072753906,137.11964416503906,201.24717712402344,161.6287078857422,180.15264892578125,149.37417602539062
4,0.3333333333333333,14,4,bus,0.40023118257522583,178.41432189941406,100.82989501953125,235.58995056152344,140.40025329589844,207.00213623046875,120.61507415771484
4,0.3333333333333333,15,5,car,0.2957647740840912,369.15142822265625,645.5059204101562,546.0471801757812,673.8582763671875,457.59930419921875,659.68212890625
4,0.3333333333333333,17,10,motorbike,0.3284012973308563,1096.6513671875,305.8066101074219,1138.8455810546875,372.7933349609375,1117.74853515625,339.29998779296875
4,0.3333333333333333,18,4,bus,0.6120406985282898,422.6797180175781,329.0382385253906,528.3369750976562,438.8919677734375,475.50836181640625,383.965087890625
4,0.3333333333333333,20,15,suv,0.32187095284461975,207.7903594970703,127.99505615234375,261.77227783203125,159.25619506835938,234.78131103515625,143.62562561035156
5,0.4166666666666667,1,5,car,0.9172930121421814,133.66665649414062,493.64263916015625,330.3434753417969,656.0255126953125,232.00506591796875,574.8341064453125
5,0.4166666666666667,2,5,car,0.8929076790809631,400.3238830566406,457.7574768066406,538.4945068359375,589.8815307617188,469.4091796875,523.8195190429688
5,0.4166666666666667,3,15,suv,0.8880101442337036,121.81221771240234,319.2324523925781,248.18385314941406,418.3789978027344,184.99803161621094,368.80572509765625
5,0.4166666666666667,4,10,motorbike,0.7865435481071472,47.44285202026367,400.9115905761719,110.50289916992188,507.85687255859375,78.9728775024414,454.38421630859375
5,0.4166666666666667,5,5,car,0.8037716746330261,604.55615234375,400.97515869140625,745.0034790039062,534.0153198242188,674.77978515625,467.4952392578125
5,0.4166666666666667,6,10,motorbike,0.734381914138794,290.9546203613281,303.6166076660156,336.55426025390625,354.26776123046875,313.75445556640625,328.94219970703125
5,0.4166666666666667,7,13,rickshaw,0.8014247417449951,999.7924194335938,299.1977233886719,1079.5732421875,374.4465637207031,1039.682861328125,336.8221435546875
5,0.4166666666666667,8,5,car,0.7777925729751587,467.82763671875,143.29330444335938,543.4606323242188,174.30833435058594,505.6441345214844,158.80081176757812
5,0.4166666666666667,9,11,pickup,0.688854455947876,575.3515014648438,275.70611572265625,685.9221801757812,407.009521484375,630.6368408203125,341.3578186035156
5,0.4166666666666667,10,15,suv,0.8435449004173279,247.78770446777344,350.1689147949219,371.30267333984375,454.6679992675781,309.5451965332031,402.41845703125
5,0.4166666666666667,11,11,pickup,0.5457406640052795,17.53919792175293,208.3607635498047,187.81893920898438,305.9586486816406,102.67906951904297,257.1596984863281
5,0.4166666666666667,12,5,car,0.5198174715042114,158.69313049316406,136.5296173095703,201.54013061523438,161.4420928955078,180.11663818359375,148.98585510253906
5,0.4166666666666667,17,10,motorbike,0.4832944869995117,1097.1312255859375,305.49554443359375,1138.565185546875,371.13189697265625,1117.84814453125,338.313720703125
5,0.4166666666666667,18,4,bus,0.5210999250411987,422.7576599121094,329.10577392578125,527.8783569335938,438.4110107421875,475.3179931640625,383.7583923339844
5,0.4166666666666667,20,15,suv,0.38425126671791077,207.7020721435547,127.50508117675781,262.380126953125,159.287841796875,235.04110717773438,143.39645385742188
5,0.4166666666666667,16,5,car,0.29967188835144043,388.6910400390625,644.805908203125,544.3485717773438,673.995849609375,466.5198059082031,659.40087890625
6,0.5,1,5,car,0.9174030423164368,133.67323303222656,493.6213073730469,330.2905578613281,655.9951171875,231.98190307617188,574.8082275390625
6,0.5,2,5,car,0.8915214538574219,400.2384033203125,457.72125244140625,538.4713134765625,589.8242797851562,469.3548583984375,523.7727661132812
6,0.5,3,15,suv,0.8806411623954773,121.8692855834961,319.20159912109375,248.37083435058594,418.4569091796875,185.12005615234375,368.8292541503906
6,0.5,4,10,motorbike,0.7777602672576904,47.38044738769531,400.9599609375,110.24925994873047,507.69317626953125,78.81484985351562,454.3265686035156
6,0.5,5,5,car,0.7992193102836609,604.6455688476562,400.9599914550781,745.0184936523438,533.8981323242188,674.83203125,467.4290771484375
6,0.5,6,10,motorbike,0.7305247783660889,290.84173583984375,303.6410217285156,336.65570068359375,354.3860168457031,313.74871826171875,329.0135192871094
6,0.5,7,13,rickshaw,0.7910594344139099,999.471923828125,299.05474853515625,1079.427490234375,374.3057861328125,1039.44970703125,336.6802673339844
6,0.5,8,5,car,0.7516460418701172,471.173828125,142.07431030273438,545.6957397460938,172.9497528076172,508.4347839355469,157.51202392578125
6,0.5,9,11,pickup,0.6773427128791809,575.9058227539062,275.6672058105469,685.52001953125,405.9918212890625,630.712890625,340.82952880859375
6,0.5,10,15,suv,0.8373093605041504,247.92311096191406,350.3172302246094,371.07000732421875,454.4578552246094,309.4965515136719,402.3875427246094
6,0.5,11,11,pickup,0.5623281002044678,10.1215238571167,210.9111785888672,175.78375244140625,306.741455078125,92.95263671875,258.8263244628906
6,0.5,12,5,car,0.5094466805458069,158.4495849609375,136.23548889160156,201.85464477539062,161.4964141845703,180.15211486816406,148.86595153808594
6,0.5,17,10,motorbike,0.47583869099617004,1097.339111328125,305.68475341796875,1138.34765625,370.49420166015625,1117.8433837890625,338.0894775390625
6,0.5,18,4,bus,0.5060059428215027,422.18499755859375,329.11346435546875,528.0006713867188,439.25128173828125,475.09283447265625,384.182373046875
6,0.5,20,15,suv,0.37162086367607117,207.63441467285156,127.13804626464844,262.7342529296875,159.30067443847656,235.184326171875,143.2193603515625
6,0.5,16,5,car,0.3102354407310486,382.8077087402344,645.3651123046875,536.85693359375,673.9539184570312,459.83233642578125,659.6595458984375
6,0.5,14,4,bus,0.28651535511016846,177.93678283691406,100.50769805908203,235.5831298828125,140.2706756591797,206.75994873046875,120.38919067382812
7,0.5833333333333334,1,5,car,0.9156049489974976,133.70904541015625,493.64532470703125,330.193603515625,655.9468383789062,231.95132446289062,574.7960815429688
7,0.5833333333333334,2,5,car,0.891930103302002,400.1802673339844,457.72796630859375,538.5415649414062,589.8858642578125,469.36090087890625,523.806884765625
7,0.5833333333333334,3,15,suv,0.8956046104431152,121.31505584716797,318.9395751953125,248.40562438964844,418.6748046875,184.86033630371094,368.80718994140625
7,0.5833333333333334,4,10,motorbike,0.7956183552742004,47.149723052978516,400.8537292480469,110.04972839355469,507.77911376953125,78.59972381591797,454.31640625
7,0.5833333333333334,5,5,car,0.8144906759262085,604.7422485351562,401.01806640625,744.9917602539062,533.8115844726562,674.8670043945312,467.4148254394531
7,0.5833333333333334,6,10,motorbike,0.7568403482437134,290.7436218261719,303.8024597167969,336.5964050292969,354.43902587890625,313.6700134277344,329.1207275390625
7,0.5833333333333334,7,13,rickshaw,0.7716716527938843,998.8685302734375,298.74591064453125,1079.2398681640625,374.19891357421875,1039.05419921875,336.472412109375
7,0.5833333333333334,8,5,car,0.7116562128067017,476.88232421875,141.40196228027344,547.8472900390625,170.99099731445312,512.3648071289062,156.19647216796875
7,0.5833333333333334,9,11,pickup,0.6696032881736755,576.145751953125,275.734619140625,685.3372802734375,405.70953369140625,630.7415161132812,340.7220764160156
7,0.5833333333333334,10,15,suv,0.8751723170280457,247.74130249023438,350.3497314453125,371.126220703125,454.6684875488281,309.43377685546875,402.50909423828125
7,0.5833333333333334,11,11,pickup,0.26970043778419495,0.0,211.76483154296875,162.15438842773438,311.66522216796875,81.07719421386719,261.71502685546875
7,0.5833333333333334,12,5,car,0.5059124827384949,158.27159118652344,136.20887756347656,201.73794555664062,161.53823852539062,180.0047607421875,148.87356567382812
7,0.5833333333333334,17,10,motorbike,0.46476611495018005,1097.309326171875,305.5087585449219,1138.4427490234375,370.3766174316406,1117.8759765625,337.94268798828125
7,0.5833333333333334,18,4,bus,0.4823629558086395,422.0821533203125,329.13922119140625,527.8204956054688,439.30133056640625,474.9513244628906,384.22027587890625
7,0.5833333333333334,20,15,suv,0.2980358600616455,207.79745483398438,127.3097152709961,262.4341735839844,159.327880859375,235.11581420898438,143.3188018798828
7,0.5833333333333334,16,5,car,0.31921547651290894,380.49676513671875,645.5562744140625,535.265869140625,673.9802856445312,457.8813171386719,659.768310546875
7,0.5833333333333334,14,4,bus,0.34219640493392944,177.13687133789062,100.4802017211914,235.2850341796875,140.39234924316406,206.21095275878906,120.436279296875
8,0.6666666666666666,1,5,car,0.9183670282363892,133.71737670898438,493.6558837890625,330.1549072265625,655.9500122070312,231.93614196777344,574.802978515625
8,0.6666666666666666,2,5,car,0.8950755000114441,400.111328125,457.71197509765625,538.5908813476562,589.9086303710938,469.3511047363281,523.810302734375
8,0.6666666666666666,3,15,suv,0.895610511302948,121.54456329345703,319.40570068359375,247.8558349609375,418.461669921875,184.7001953125,368.9336853027344
8,0.6666666666666666,4,10,motorbike,0.7890675663948059,47.095428466796875,400.8131103515625,109.93116760253906,507.7594299316406,78.51329803466797,454.2862548828125
8,0.6666666666666666,5,5,car,0.8124022483825684,604.7985229492188,401.09454345703125,744.927734375,533.743408203125,674.8631591796875,467.4189758300781
8,0.6666666666666666,6,10,motorbike,0.7364591360092163,290.7270202636719,304.0039978027344,336.4945983886719,354.38946533203125,313.6108093261719,329.19671630859375
8,0.6666666666666666,7,13,rickshaw,0.784140408039093,998.1939086914062,298.7915954589844,1078.41845703125,373.9012145996094,1038.30615234375,336.3464050292969
8,0.6666666666666666,8,5,car,0.7076748609542847,480.0777282714844,140.83055114746094,550.2507934570312,170.43727111816406,515.1642456054688,155.6339111328125
8,0.6666666666666666,9,11,pickup,0.6509506106376648,576.3104248046875,275.72216796875,685.143798828125,405.4002685546875,630.7271118164062,340.56121826171875
8,0.6666666666666666,10,15,suv,0.85983806848526,247.810546875,350.4646911621094,371.091064453125,454.6600646972656,309.4508056640625,402.5623779296875
8,0.6666666666666666,11,11,pickup,0.673775315284729,0.0,213.8114013671875,146.61874389648438,309.51898193359375,73.30937194824219,261.6651916503906
8,0.6666666666666666,12,5,car,0.4761612117290497,158.12496948242188,136.201171875,201.758544921875,161.6488494873047,179.94175720214844,148.92501831054688
8,0.6666666666666666,17,10,motorbike,0.45508721470832825,1097.1954345703125,305.1166687011719,1138.6572265625,370.4018249511719,1117.92626953125,337.7592468261719
8,0.6666666666666666,18,4,bus,0.49900195002555847,422.1377258300781,329.1719665527344,527.7696533203125,439.3229064941406,474.95367431640625,384.2474365234375
8,0.6666666666666666,20,15,suv,0.27572333812713623,208.0247039794922,127.4778060913086,262.27655029296875,159.38327026367188,235.150634765625,143.4305419921875
8,0.6666666666666666,16,5,car,0.3123878240585327,379.04364013671875,645.5572509765625,535.4290161132812,673.9901733398438,457.236328125,659.773681640625
8,0.6666666666666666,14,4,bus,0.3756740391254425,175.7218780517578,100.8437728881836,234.61373901367188,141.04505920410156,205.16781616210938,120.94441223144531
9,0.75,1,5,car,0.9184780716896057,133.71507263183594,493.6585693359375,330.11273193359375,655.9512329101562,231.91390991210938,574.804931640625
9,0.75,2,5,car,0.8949089646339417,400.0409851074219,457.7044372558594,538.6541137695312,589.9584350585938,469.3475341796875,523.8314208984375
9,0.75,3,15,suv,0.89206463098526,121.56803894042969,319.43817138671875,247.75747680664062,418.3363952636719,184.66275024414062,368.88726806640625
9,0.75,4,10,motorbike,0.7924745678901672,47.07346725463867,400.7732849121094,109.89574432373047,507.82611083984375,78.48460388183594,454.2996826171875
9,0.75,5,5,car,0.8093882203102112,604.8121337890625,401.0738830566406,744.9129638671875,533.6737670898438,674.862548828125,467.37384033203125
9,0.75,6,10,motorbike,0.7260435223579407,290.7313232421875,304.1047668457031,336.5167236328125,354.3481140136719,313.6240234375,329.2264404296875
9,0.75,7,13,rickshaw,0.7296311259269714,997.668701171875,299.1912841796875,1077.45751953125,373.6131591796875,1037.5631103515625,336.4022216796875
9,0.75,8,5,car,0.7217742204666138,484.1690979003906,139.089111328125,554.447509765625,169.22410583496094,519.3082885742188,154.1566162109375
9,0.75,9,11,pickup,0.6628450751304626,576.4274291992188,275.6646423339844,684.8919067382812,405.0060729980469,630.65966796875,340.3353576660156
9,0.75,10,15,suv,0.8577585816383362,247.7418212890625,350.5069580078125,371.0970764160156,454.73297119140625,309.41943359375,402.6199645996094
9,0.75,11,11,pickup,0.7200134992599487,0.0,215.41415405273438,144.0535430908203,324.22943115234375,72.02677154541016,269.82177734375
9,0.75,12,5,car,0.46203991770744324,158.02593994140625,136.2205047607422,201.8578338623047,161.80259704589844,179.94189453125,149.0115509033203
9,0.75,17,10,motorbike,0.48926088213920593,1097.1058349609375,304.91046142578125,1138.8126220703125,370.4765625,1117.959228515625,337.6935119628906
9,0.75,18,4,bus,0.45210620760917664,422.0729064941406,329.16339111328125,527.7057495117188,439.43023681640625,474.88934326171875,384.29681396484375
9,0.75,20,15,suv,0.35360977053642273,208.07275390625,127.43478393554688,262.15692138671875,159.36451721191406,235.11483764648438,143.399658203125
9,0.75,16,5,car,0.3087790012359619,378.0296630859375,645.5533447265625,536.0081787109375,673.9942016601562,457.0189208984375,659.7738037109375
10,0.8333333333333334,1,5,car,0.9179543852806091,133.724609375,493.65911865234375,330.12451171875,655.9892578125,231.924560546875,574.82421875
10,0.8333333333333334,2,5,car,0.8952862024307251,400.01287841796875,457.7181396484375,538.6771240234375,589.9436645507812,469.3450012207031,523.8309326171875
10,0.8333333333333334,3,15,suv,0.8819864988327026,121.7555160522461,319.57489013671875,247.7266082763672,418.242431640625,184.74105834960938,368.9086608886719
10,0.8333333333333334,4,10,motorbike,0.7875498533248901,47.06619644165039,400.764892578125,109.8696060180664,507.9337463378906,78.46790313720703,454.34930419921875
10,0.8333333333333334,5,5,car,0.8160390257835388,604.7747802734375,401.02056884765625,744.9178466796875,533.6369018554688,674.8463134765625,467.3287353515625
10,0.8333333333333334,6,10,motorbike,0.7311862707138062,290.62664794921875,303.99981689453125,336.6417541503906,354.3312072753906,313.63421630859375,329.16552734375
10,0.8333333333333334,7,13,rickshaw,0.7000748515129089,997.7406005859375,299.0857238769531,1078.4189453125,374.00933837890625,1038.079833984375,336.54754638671875
10,0.8333333333333334,8,5,car,0.7620093822479248,486.4680480957031,137.86666870117188,557.268798828125,168.8533477783203,521.868408203125,153.36001586914062
10,0.8333333333333334,9,11,pickup,0.6408547759056091,576.5548706054688,275.5189208984375,684.7064819335938,404.5762939453125,630.6306762695312,340.047607421875
10,0.8333333333333334,10,15,suv,0.8719450235366821,247.71778869628906,350.47894287109375,371.11639404296875,454.70684814453125,309.4170837402344,402.5928955078125
10,0.8333333333333334,11,11,pickup,0.841431200504303,0.0,218.32176208496094,130.75450134277344,325.34259033203125,65.37725067138672,271.8321838378906
10,0.8333333333333334,12,5,car,0.4681656062602997,158.15969848632812,136.2099609375,201.77989196777344,161.6752471923828,179.96978759765625,148.94259643554688
10,0.8333333333333334,17,10,motorbike,0.4902079999446869,1097.062255859375,304.6855163574219,1138.9263916015625,370.4143371582031,1117.994384765625,337.5499267578125
10,0.8333333333333334,18,4,bus,0.3991820514202118,421.9882507324219,329.05401611328125,527.72607421875,439.544677734375,474.857177734375,384.2993469238281
10,0.8333333333333334,20,15,suv,0.36475810408592224,208.3146209716797,127.41734313964844,261.9984130859375,159.22994995117188,235.15652465820312,143.32363891601562
10,0.8333333333333334,16,5,car,0.3087317943572998,377.275634765625,645.5595703125,536.7398681640625,673.9960327148438,457.00775146484375,659.77783203125
10,0.8333333333333334,36,11,pickup,0.3103376626968384,423.0777893066406,329.58538818359375,528.1866455078125,438.16558837890625,475.6322021484375,383.87548828125
11,0.9166666666666666,1,5,car,0.9193368554115295,133.83421325683594,493.68017578125,330.0469055175781,655.8736572265625,231.9405517578125,574.7769165039062
11,0.9166666666666666,2,5,car,0.8957245349884033,399.959228515625,457.702392578125,538.7434692382812,589.9705200195312,469.3513488769531,523.83642578125
